IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,93,10.00
13.55.237.163,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.54.173.154,2082,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2095,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.237.163,2053,80,false,SYD,Oceania,Sydney,94,0.00
13.54.81.122,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.55.237.163,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2096,80,false,SYD,Oceania,Sydney,94,0.00
13.211.0.227,2096,80,false,SYD,Oceania,Sydney,94,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,95,0.00
13.211.0.227,2095,80,false,SYD,Oceania,Sydney,95,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,95,0.00
13.236.104.165,2095,80,false,SYD,Oceania,Sydney,95,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,96,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,96,0.00
13.236.104.165,2086,80,false,SYD,Oceania,Sydney,96,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,100,0.00
96.0.147.114,443,80,false,SIN,Asia Pacific,Singapore,112,0.00
96.0.147.230,80,80,false,SIN,Asia Pacific,Singapore,112,0.00
96.0.144.234,80,80,false,SIN,Asia Pacific,Singapore,112,0.00
96.0.147.114,80,80,false,SIN,Asia Pacific,Singapore,112,0.00
13.55.59.224,2053,80,false,SYD,Oceania,Sydney,130,0.00
15.188.168.174,2053,80,false,CDG,Europe,Paris,160,0.00
15.236.116.199,2082,80,false,CDG,Europe,Paris,160,0.00
15.236.116.199,2053,80,false,CDG,Europe,Paris,160,0.00
13.40.153.95,80,443,true,LHR,Europe,London,163,0.00
15.237.4.56,80,80,false,CDG,Europe,Paris,164,0.00
15.236.116.199,2083,80,false,CDG,Europe,Paris,164,0.00
13.42.158.50,2095,443,true,LHR,Europe,London,164,0.00
15.160.15.255,2083,80,false,MXP,Europe,Milan,165,0.00
15.161.186.110,2095,80,false,MXP,Europe,Milan,165,0.00
15.161.74.249,2053,80,false,MXP,Europe,Milan,165,0.00
15.160.80.28,2053,80,false,MXP,Europe,Milan,165,0.00
15.160.15.101,2086,80,false,MXP,Europe,Milan,165,0.00
15.160.252.181,2082,80,false,MXP,Europe,Milan,166,0.00
15.160.19.149,2086,80,false,MXP,Europe,Milan,166,0.00
15.161.40.69,2053,80,false,MXP,Europe,Milan,166,0.00
15.161.215.18,2086,80,false,MXP,Europe,Milan,166,0.00
15.160.19.149,2052,80,false,MXP,Europe,Milan,166,0.00
15.160.19.149,2082,80,false,MXP,Europe,Milan,166,0.00
15.160.14.66,2082,80,false,MXP,Europe,Milan,167,0.00
15.160.14.66,2087,80,false,MXP,Europe,Milan,167,0.00
15.161.186.110,2087,80,false,MXP,Europe,Milan,167,0.00
15.160.15.255,2086,80,false,MXP,Europe,Milan,167,0.00
15.160.14.66,2053,80,false,MXP,Europe,Milan,167,0.00
15.160.15.101,2053,80,false,MXP,Europe,Milan,167,0.00
15.161.40.69,2083,80,false,MXP,Europe,Milan,167,0.00
15.160.250.170,2087,80,false,MXP,Europe,Milan,167,0.00
15.161.186.110,2096,80,false,MXP,Europe,Milan,167,0.00
15.160.19.149,2095,80,false,MXP,Europe,Milan,167,0.00
15.161.216.233,2096,80,false,MXP,Europe,Milan,167,0.00
15.161.186.110,2082,80,false,MXP,Europe,Milan,167,0.00
15.161.40.69,2095,80,false,MXP,Europe,Milan,168,0.00
15.160.80.28,2082,80,false,MXP,Europe,Milan,168,0.00
15.161.215.18,2052,80,false,MXP,Europe,Milan,168,0.00
15.160.80.28,2087,80,false,MXP,Europe,Milan,168,0.00
15.161.215.18,2083,80,false,MXP,Europe,Milan,168,0.00
15.160.250.170,2053,80,false,MXP,Europe,Milan,168,0.00
15.161.215.18,2082,80,false,MXP,Europe,Milan,168,0.00
15.161.215.18,2053,80,false,MXP,Europe,Milan,168,0.00
15.160.14.66,2083,80,false,MXP,Europe,Milan,169,0.00
15.160.15.255,2082,80,false,MXP,Europe,Milan,169,0.00
18.159.137.214,2095,80,false,FRA,Europe,Frankfurt,169,0.00
15.160.14.66,2095,80,false,MXP,Europe,Milan,169,0.00
15.160.15.255,2096,80,false,MXP,Europe,Milan,169,0.00
15.160.14.66,2086,80,false,MXP,Europe,Milan,169,0.00
15.161.186.110,2053,80,false,MXP,Europe,Milan,169,0.00
15.236.116.199,2095,80,false,CDG,Europe,Paris,170,0.00
15.160.80.28,2086,80,false,MXP,Europe,Milan,170,0.00
15.160.15.101,2095,80,false,MXP,Europe,Milan,170,0.00
15.236.116.199,2086,80,false,CDG,Europe,Paris,170,0.00
13.37.2.81,2096,443,true,CDG,Europe,Paris,171,0.00
15.160.252.181,2052,80,false,MXP,Europe,Milan,171,0.00
15.160.252.181,2083,80,false,MXP,Europe,Milan,171,0.00
15.161.74.249,2087,80,false,MXP,Europe,Milan,171,0.00
15.160.250.170,2096,80,false,MXP,Europe,Milan,172,0.00
15.188.168.174,2095,80,false,CDG,Europe,Paris,174,0.00
13.36.230.17,8443,443,true,CDG,Europe,Paris,174,0.00
15.188.168.174,2083,80,false,CDG,Europe,Paris,174,0.00
15.236.116.199,2096,80,false,CDG,Europe,Paris,174,0.00
15.160.15.255,2095,80,false,MXP,Europe,Milan,175,0.00
