IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.118.17.210,443,443,true,FRA,Europe,Frankfurt,189,9.71
34.154.139.173,443,443,true,FRA,Europe,Frankfurt,178,9.67
34.118.11.239,443,443,true,FRA,Europe,Frankfurt,189,9.66
34.154.112.73,443,443,true,FRA,Europe,Frankfurt,181,9.65
34.116.237.159,443,443,true,FRA,Europe,Frankfurt,190,9.64
34.116.212.248,443,443,true,FRA,Europe,Frankfurt,199,9.60
34.116.231.198,443,443,true,FRA,Europe,Frankfurt,193,9.60
34.118.44.165,443,443,true,FRA,Europe,Frankfurt,191,9.59
34.154.213.202,443,443,true,FRA,Europe,Frankfurt,175,9.58
34.89.178.255,443,443,true,FRA,Europe,Frankfurt,171,9.57
34.118.12.204,443,443,true,FRA,Europe,Frankfurt,256,9.56
34.118.15.49,443,443,true,FRA,Europe,Frankfurt,248,9.54
34.118.68.179,443,443,true,FRA,Europe,Frankfurt,190,9.52
34.90.210.132,443,443,true,FRA,Europe,Frankfurt,194,9.50
34.89.252.171,443,443,true,FRA,Europe,Frankfurt,180,9.50
34.154.240.106,443,443,true,FRA,Europe,Frankfurt,180,9.48
34.118.123.119,443,443,true,FRA,Europe,Frankfurt,195,9.45
34.118.59.230,443,443,true,FRA,Europe,Frankfurt,194,9.45
34.116.242.182,443,443,true,FRA,Europe,Frankfurt,190,9.44
34.118.111.88,443,443,true,FRA,Europe,Frankfurt,232,9.43
34.116.196.84,443,443,true,HAM,Europe,Hamburg,196,9.43
34.118.79.236,443,443,true,FRA,Europe,Frankfurt,200,9.42
34.154.133.197,443,443,true,FRA,Europe,Frankfurt,179,9.41
34.118.20.118,443,443,true,FRA,Europe,Frankfurt,244,9.41
34.118.17.210,443,443,true,FRA,Europe,Frankfurt,242,9.40
34.118.75.59,443,443,true,FRA,Europe,Frankfurt,226,9.40
34.66.72.229,443,443,true,ORD,North America,Chicago,206,9.40
34.91.129.16,443,443,true,FRA,Europe,Frankfurt,189,9.40
34.116.208.56,443,443,true,FRA,Europe,Frankfurt,207,9.38
34.154.196.132,443,443,true,ZRH,Europe,Zurich,177,9.38
34.91.166.120,443,443,true,FRA,Europe,Frankfurt,185,9.38
34.116.217.39,443,443,true,FRA,Europe,Frankfurt,194,9.38
34.118.68.179,443,443,true,FRA,Europe,Frankfurt,194,9.34
34.91.0.38,443,443,true,FRA,Europe,Frankfurt,188,9.33
34.118.0.2,443,443,true,FRA,Europe,Frankfurt,262,9.32
34.118.48.125,443,443,true,FRA,Europe,Frankfurt,225,9.27
34.118.62.169,443,443,true,FRA,Europe,Frankfurt,202,9.27
34.116.251.131,443,443,true,FRA,Europe,Frankfurt,190,9.26
34.116.234.57,443,443,true,FRA,Europe,Frankfurt,201,9.26
34.116.221.13,443,443,true,FRA,Europe,Frankfurt,190,9.25
34.116.183.48,443,443,true,FRA,Europe,Frankfurt,196,9.22
34.118.60.28,443,443,true,FRA,Europe,Frankfurt,190,9.21
34.90.103.92,443,443,true,FRA,Europe,Frankfurt,188,9.21
34.118.55.210,443,443,true,FRA,Europe,Frankfurt,242,9.19
34.91.49.243,443,443,true,FRA,Europe,Frankfurt,189,9.19
34.118.99.159,443,443,true,FRA,Europe,Frankfurt,215,9.16
34.118.117.182,443,443,true,FRA,Europe,Frankfurt,241,9.15
34.116.220.191,443,443,true,FRA,Europe,Frankfurt,193,9.15
34.118.89.221,443,443,true,FRA,Europe,Frankfurt,256,9.14
34.118.14.243,443,443,true,FRA,Europe,Frankfurt,244,9.14
34.116.198.179,443,443,true,FRA,Europe,Frankfurt,200,9.13
34.118.48.125,443,443,true,FRA,Europe,Frankfurt,185,9.12
34.116.255.60,443,443,true,FRA,Europe,Frankfurt,192,9.10
34.154.187.142,443,443,true,FRA,Europe,Frankfurt,178,9.09
34.118.89.221,443,443,true,FRA,Europe,Frankfurt,193,9.08
34.118.126.251,443,443,true,FRA,Europe,Frankfurt,244,9.07
34.118.77.223,443,443,true,FRA,Europe,Frankfurt,263,9.05
34.116.196.84,443,443,true,FRA,Europe,Frankfurt,191,9.03
34.116.153.60,443,443,true,FRA,Europe,Frankfurt,188,9.03
34.118.113.206,443,443,true,FRA,Europe,Frankfurt,231,9.03
35.226.211.129,443,443,true,ORD,North America,Chicago,229,9.03
34.116.167.108,443,443,true,FRA,Europe,Frankfurt,192,9.02
34.72.146.82,443,443,true,ORD,North America,Chicago,210,9.02
34.118.75.130,443,443,true,FRA,Europe,Frankfurt,246,9.02
34.123.83.237,443,443,true,ORD,North America,Chicago,206,9.02
34.118.75.59,443,443,true,FRA,Europe,Frankfurt,193,9.02
34.118.11.239,443,443,true,FRA,Europe,Frankfurt,229,9.01
34.116.166.86,443,443,true,FRA,Europe,Frankfurt,203,9.01
34.116.157.41,443,443,true,FRA,Europe,Frankfurt,202,9.01
34.41.252.92,443,443,true,ORD,North America,Chicago,207,9.01
34.72.146.82,443,443,true,ORD,North America,Chicago,207,9.01
34.118.79.236,443,443,true,FRA,Europe,Frankfurt,244,9.00
34.116.252.39,443,443,true,FRA,Europe,Frankfurt,193,9.00
34.123.83.237,443,443,true,ORD,North America,Chicago,206,9.00
34.123.83.237,443,443,true,ORD,North America,Chicago,206,9.00
34.72.146.82,443,443,true,ORD,North America,Chicago,218,9.00
34.118.33.54,443,443,true,FRA,Europe,Frankfurt,242,9.00
34.118.15.49,443,443,true,FRA,Europe,Frankfurt,195,9.00
34.91.208.159,443,443,true,FRA,Europe,Frankfurt,182,8.99
34.69.150.180,443,443,true,ORD,North America,Chicago,209,8.99
34.29.228.169,443,443,true,ORD,North America,Chicago,208,8.98
34.118.17.120,443,443,true,FRA,Europe,Frankfurt,187,8.97
34.118.76.181,443,443,true,FRA,Europe,Frankfurt,188,8.94
34.154.229.4,443,443,true,FRA,Europe,Frankfurt,185,8.93
34.116.218.33,443,443,true,FRA,Europe,Frankfurt,192,8.92
34.118.99.159,443,443,true,FRA,Europe,Frankfurt,195,8.92
34.116.219.12,443,443,true,FRA,Europe,Frankfurt,196,8.91
34.116.239.145,443,443,true,FRA,Europe,Frankfurt,191,8.91
34.118.75.130,443,443,true,FRA,Europe,Frankfurt,193,8.90
34.116.155.2,443,443,true,FRA,Europe,Frankfurt,203,8.90
35.202.158.120,443,443,true,ORD,North America,Chicago,209,8.89
34.118.7.29,443,443,true,FRA,Europe,Frankfurt,193,8.89
35.202.158.120,443,443,true,ORD,North America,Chicago,208,8.89
34.116.216.92,443,443,true,FRA,Europe,Frankfurt,190,8.88
34.118.125.170,443,443,true,FRA,Europe,Frankfurt,238,8.86
34.90.72.196,443,443,true,FRA,Europe,Frankfurt,192,8.85
34.116.193.92,443,443,true,FRA,Europe,Frankfurt,193,8.85
34.65.9.118,443,443,true,FRA,Europe,Frankfurt,171,8.85
34.107.118.80,443,443,true,FRA,Europe,Frankfurt,236,8.85
34.118.12.10,443,443,true,FRA,Europe,Frankfurt,227,8.84
34.69.150.180,443,443,true,ORD,North America,Chicago,210,8.84
34.116.167.108,443,443,true,FRA,Europe,Frankfurt,189,8.83
34.91.231.89,443,443,true,FRA,Europe,Frankfurt,188,8.83
34.116.157.255,443,443,true,FRA,Europe,Frankfurt,199,8.83
34.66.72.229,443,443,true,ORD,North America,Chicago,208,8.83
34.66.72.229,443,443,true,ORD,North America,Chicago,211,8.83
34.88.63.160,443,443,true,FRA,Europe,Frankfurt,201,8.83
34.65.239.137,443,443,true,FRA,Europe,Frankfurt,270,8.82
34.118.126.52,443,443,true,FRA,Europe,Frankfurt,198,8.81
34.69.150.180,443,443,true,ORD,North America,Chicago,211,8.80
34.118.127.0,443,443,true,FRA,Europe,Frankfurt,239,8.80
34.154.207.69,443,443,true,FRA,Europe,Frankfurt,178,8.79
34.118.77.223,443,443,true,FRA,Europe,Frankfurt,199,8.77
34.118.65.230,443,443,true,FRA,Europe,Frankfurt,338,8.77
35.202.158.120,443,443,true,ORD,North America,Chicago,205,8.77
34.118.15.95,443,443,true,FRA,Europe,Frankfurt,222,8.77
34.118.123.164,443,443,true,FRA,Europe,Frankfurt,216,8.77
34.91.120.132,443,443,true,FRA,Europe,Frankfurt,189,8.74
34.91.161.131,443,443,true,FRA,Europe,Frankfurt,186,8.74
34.91.2.254,443,443,true,FRA,Europe,Frankfurt,185,8.73
34.116.188.130,443,443,true,FRA,Europe,Frankfurt,193,8.71
34.116.240.97,443,443,true,FRA,Europe,Frankfurt,224,8.71
34.67.45.105,443,443,true,ORD,North America,Chicago,207,8.70
34.107.43.137,443,443,true,FRA,Europe,Frankfurt,216,8.68
34.88.63.160,443,443,true,FRA,Europe,Frankfurt,198,8.68
34.67.45.105,443,443,true,ORD,North America,Chicago,208,8.67
34.118.109.123,443,443,true,FRA,Europe,Frankfurt,193,8.67
34.118.72.139,443,443,true,FRA,Europe,Frankfurt,190,8.65
34.118.76.181,443,443,true,FRA,Europe,Frankfurt,193,8.64
34.118.20.118,443,443,true,FRA,Europe,Frankfurt,207,8.64
34.118.127.0,443,443,true,FRA,Europe,Frankfurt,194,8.63
34.116.212.205,443,443,true,FRA,Europe,Frankfurt,193,8.63
34.116.209.116,443,443,true,FRA,Europe,Frankfurt,220,8.63
34.116.255.149,443,443,true,FRA,Europe,Frankfurt,194,8.62
